ID,Latitude,Longitude,Genus,Species,Family,Class,Infra-Class,Order,Status,Megafauna,AgeID,DatedRemain,DatedMaterial,Age,AgeType,DatingTechnique,OverallRegion,AdministrativeDivision,SpecificRegion,Cave/Site/Deposit,Chamber/Provenance,Stratigraphy/Taphonomy,Species abundances
1,-5.9372,145.1786,Abeomelomys,sevia,Muridae,Mammalia,Eutheria,Rodentia,Extant,No,ANU-3681,Sediment,Snail shell,11.65,=,Radiocarbon  ,New Guinea,Simbu,Mt Elimbari Ridge,Nombe Rockshelter,"Stratum B8 - square C3 (spit 4, catalogue number 40/46)",Yes,Yes
2,-5.8292,144.0411,Abeomelomys,sevia,Muridae,Mammalia,Eutheria,Rodentia,Extant,No,ANU-1325,Sediment,Wood charcoal,2.54,=,Radiocarbon  ,New Guinea,Western Highlands,Wurup Valley - Between Kamapuk and Kanauri creeks,Kamapuk Rockshelter,Level 7,Yes,Yes
3,-5.8292,144.0411,Abeomelomys,sevia,Muridae,Mammalia,Eutheria,Rodentia,Extant,No,ANU-1325,Sediment,Wood charcoal,2.54,<,Radiocarbon  ,New Guinea,Western Highlands,Wurup Valley - Between Kamapuk and Kanauri creeks,Kamapuk Rockshelter,Level 7,Yes,Yes
4,-5.8292,144.0411,Abeomelomys,sevia,Muridae,Mammalia,Eutheria,Rodentia,Extant,No,ANU-1326,Sediment,Wood charcoal,4.34,<,Radiocarbon  ,New Guinea,Western Highlands,Wurup Valley - Between Kamapuk and Kanauri creeks,Kamapuk Rockshelter,Level 15,Yes,Yes
5,-5.9372,145.1786,Abeomelomys,sevia,Muridae,Mammalia,Eutheria,Rodentia,Extant,No,ANU-3687,Bone,Charred/burned bone,8.07,=,Radiocarbon  ,New Guinea,Simbu,Mt Elimbari Ridge,Nombe Rockshelter,"Stratum B8 - square C3 (spit 4, catalogue number 40/46)",Yes,Yes
6,-5.9372,145.1786,Abeomelomys,sevia,Muridae,Mammalia,Eutheria,Rodentia,Extant,No,ANU-2578,Calcite capping,Calcite,27.0,=,Radiocarbon  ,New Guinea,Simbu,Mt Elimbari Ridge,Nombe Rockshelter,stratum D1/5,Yes,Yes
7,-37.0333,140.8,Acrobates,pygmaeus,Acrobatidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,NC3,Sediment,Quartz,257.0,=,OSL  ,Main Australia,SA,Naracoorte,Cathedral Cave,Unit 2b - 134 cm below datum,Stratigraphy in Brown and Wells 2000,Yes
8,-37.0333,140.8,Acrobates,pygmaeus,Acrobatidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,NCF1-2 top,Flowstone,Calcite,289.0,=,U-series Th/U   ,Main Australia,SA,Naracoorte,Cathedral Cave,Unit 3 - 165 cm below datum,Stratigraphy in Brown and Wells 2000,Yes
9,-37.0333,140.8,Acrobates,pygmaeus,Acrobatidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,NC4,Sediment,Quartz,292.0,=,OSL  ,Main Australia,SA,Naracoorte,Cathedral Cave,Unit 3 - 165 cm below datum,Stratigraphy in Brown and Wells 2000,Yes
10,-37.0333,140.8,Acrobates,pygmaeus,Acrobatidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,NCF1-3 mid,Flowstone,Calcite,297.0,=,U-series Th/U   ,Main Australia,SA,Naracoorte,Cathedral Cave,Unit 3 - 165 cm below datum,Stratigraphy in Brown and Wells 2000,Yes
11,-37.0333,140.8,Acrobates,pygmaeus,Acrobatidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,NCF1-1 base,Flowstone,Calcite,396.0,=,U-series Th/U   ,Main Australia,SA,Naracoorte,Cathedral Cave,Unit 3 - 165 cm below datum,Stratigraphy in Brown and Wells 2000,Yes
12,-32.6232,148.932,Acrobates,pygmaeus,Acrobatidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-5323,Sediment,Charcoal,21.35,=,Radiocarbon  ,Main Australia,NSW,Great Diving Range - Wellington Caves,Cathedral Cave/Wellington Caves,spit 46 (6.1 m) - Phase 1: spit 46 (6.1 m) to spit 50 (6.5 m),Yes - see also Osborne 1984,Yes
13,-32.6232,148.932,Acrobates,pygmaeus,Acrobatidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-5325,Sediment,Charcoal,23.7,=,Radiocarbon  ,Main Australia,NSW,Great Diving Range - Wellington Caves,Cathedral Cave/Wellington Caves,spit 49 (6.4 m) - Phase 1: spit 46 (6.1 m) to spit 50 (6.5 m),Yes - see also Osborne 1984,Yes
14,-32.6232,148.932,Acrobates,pygmaeus,Acrobatidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-5326,Sediment,Charcoal,26.8,=,Radiocarbon  ,Main Australia,NSW,Great Diving Range - Wellington Caves,Cathedral Cave/Wellington Caves,spit 50 (6.5 m) - Phase 1: spit 46 (6.1 m) to spit 50 (6.5 m),Yes - see also Osborne 1984,Yes
15,-32.6232,148.932,Acrobates,pygmaeus,Acrobatidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-5324,Sediment,Charcoal,28.0,=,Radiocarbon  ,Main Australia,NSW,Great Diving Range - Wellington Caves,Cathedral Cave/Wellington Caves,spit 47 (6.2 m) - Phase 1: spit 46 (6.1 m) to spit 50 (6.5 m),Yes - see also Osborne 1984,Yes
16,-32.6232,148.932,Acrobates,pygmaeus,Acrobatidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-5328,Sediment,Charcoal,32.5,=,Radiocarbon  ,Main Australia,NSW,Great Diving Range - Wellington Caves,Cathedral Cave/Wellington Caves,spit 52 (6.7 m) - Phase 1: spit 51 (6.6 m) to 55,Yes - see also Osborne 1984,Yes
17,-32.6232,148.932,Acrobates,pygmaeus,Acrobatidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-5327,Sediment,Charcoal,33.8,=,Radiocarbon  ,Main Australia,NSW,Great Diving Range - Wellington Caves,Cathedral Cave/Wellington Caves,spit 51 (6.6 m) - Phase 1: spit 51 (6.6 m) to 55,Yes - see also Osborne 1984,Yes
18,-28.85,151.4933,Acrobates,pygmaeus,Acrobatidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,TEXAS-04,Calcite straw (reworked in bone breccia),Calcite,55.2,=,U-series Th/U (TIMS),Main Australia,QLD,Texas (caves) region,Russendon Cave,Bone Breccia - 0-20 cm below surface (UB layer),"Yes [in Price and Web 2006 (PhD thesis contains all papers, Price 2006)]","Yes [in Price and Web 2006 (PhD thesis contains all papers, Price 2006)]"
19,-23.1567,150.4578,Acrobates,species indet.,Acrobatidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ROK-02-4,Flowstone,Calcite,283.0,>,U-series Th/U (TIMS),Main Australia,QLD,Mount Etna,Speaking Tube Cave,QML-1313,Palaeoenvironmental reconstrucction in Hocknull 2005,Yes - only of dasyurids at some sites in Cramb et al. 2009
20,-23.1567,150.4578,Acrobates,species indet.,Acrobatidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ROK-02-5,Flowstone,Calcite,283.0,>,U-series Th/U (TIMS),Main Australia,QLD,Mount Etna,Speaking Tube Cave,QML-1313,Palaeoenvironmental reconstrucction in Hocknull 2005,Yes - only of dasyurids at some sites in Cramb et al. 2009
21,-23.1567,150.4578,Acrobates,species indet.,Acrobatidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ROK-04/04,Flowstone,Calcite,326.0,<,U-series Th/U (TIMS),Main Australia,QLD,Mount Etna,Mount Etna,Deposit C/F contact,Palaeoenvironmental reconstrucction in Hocknull 2005,Yes - only of dasyurids at some sites in Cramb et al. 2009
22,-23.1631,150.5072,Acrobates,species indet.,Acrobatidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,MC-10,Youngest flowstone,Calcite,447.0,>,U-series Th/U (TIMS),Main Australia,QLD,Mount Etna,Limestone Ridge (QML-1284),Layer J,Palaeoenvironmental reconstrucction in Hocknull 2005,Yes - only of dasyurids at some sites in Cramb et al. 2009
23,-23.1631,150.5072,Acrobates,species indet.,Acrobatidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,MC-02mid,Flowstone (oldest),Calcite,484.0,>,U-series Th/U (TIMS),Main Australia,QLD,Mount Etna,Limestone Ridge (QML-1284),Layer B,Palaeoenvironmental reconstrucction in Hocknull 2005,Yes - only of dasyurids at some sites in Cramb et al. 2009
24,-5.9372,145.1786,Aepypodius,arfakianus,Phasianidae,Aves,Neoaves,Galliformes,Extant,No,ANU-3681,Sediment,Snail shell,11.65,=,Radiocarbon  ,New Guinea,Simbu,Mt Elimbari Ridge,Nombe Rockshelter,"Stratum B8 - square C3 (spit 4, catalogue number 40/46)",Yes,Yes
25,-5.9372,145.1786,Aepypodius,arfakianus,Phasianidae,Aves,Neoaves,Galliformes,Extant,No,ANU-3073,Sediment,Charcoal,0.1004,=,Radiocarbon  ,New Guinea,Simbu,Mt Elimbari Ridge,Nombe Rockshelter,Stratum A1 - square J71 (spit 3),Yes,Yes
26,-5.9372,145.1786,Aepypodius,arfakianus,Phasianidae,Aves,Neoaves,Galliformes,Extant,No,ANU-3685,Sediment,Charcoal (insoluble),0.9,=,Radiocarbon  ,New Guinea,Simbu,Mt Elimbari Ridge,Nombe Rockshelter,Stratum A3 - square T79 (catalogue numbers 120/121/122),Yes,Yes
27,-5.9372,145.1786,Aepypodius,arfakianus,Phasianidae,Aves,Neoaves,Galliformes,Extant,No,ANU-2570,Sediment,Charcoal,3.42,=,Radiocarbon  ,New Guinea,Simbu,Mt Elimbari Ridge,Nombe Rockshelter,Stratum A3 - square D79 (catalogue number 99),Yes,Yes
28,-5.9372,145.1786,Aepypodius,arfakianus,Phasianidae,Aves,Neoaves,Galliformes,Extant,No,ANU-3687,Bone,Charred/burned bone,8.07,=,Radiocarbon  ,New Guinea,Simbu,Mt Elimbari Ridge,Nombe Rockshelter,"Stratum B8 - square C3 (spit 4, catalogue number 40/46)",Yes,Yes
29,-5.9372,145.1786,Aepypodius,arfakianus,Phasianidae,Aves,Neoaves,Galliformes,Extant,No,ANU-2576,Flowstone,Calcite,10.25,=,Radiocarbon  ,New Guinea,Simbu,Mt Elimbari Ridge,Nombe Rockshelter,square X3 - Flowstone 1- stratum C,Yes,Yes
30,-5.9372,145.1786,Aepypodius,arfakianus,Phasianidae,Aves,Neoaves,Galliformes,Extant,No,ANU-2569,Sediment,Charcoal,11.4,=,Radiocarbon  ,New Guinea,Simbu,Mt Elimbari Ridge,Nombe Rockshelter,Stratum C8 - square D79 (catalogue number 46),Yes,Yes
31,-5.9372,145.1786,Aepypodius,arfakianus,Phasianidae,Aves,Neoaves,Galliformes,Extant,No,ANU-2581,Flowstone,Calcite,13.9,=,Radiocarbon  ,New Guinea,Simbu,Mt Elimbari Ridge,Nombe Rockshelter,square A4 - Flowstone 2 - stratum C,Yes,Yes
32,-5.9372,145.1786,Aepypodius,arfakianus,Phasianidae,Aves,Neoaves,Galliformes,Extant,No,ANU-2580,Flowstone,Calcite,16.7,=,Radiocarbon  ,New Guinea,Simbu,Mt Elimbari Ridge,Nombe Rockshelter,square A4 - Flowstone 3 - stratum C,Yes,Yes
33,-5.9372,145.1786,Aepypodius,arfakianus,Phasianidae,Aves,Neoaves,Galliformes,Extant,No,ANU-2578,Calcite capping,Calcite,27.0,=,Radiocarbon  ,New Guinea,Simbu,Mt Elimbari Ridge,Nombe Rockshelter,stratum D1/5,Yes,Yes
34,-32.6232,148.932,Aepyprymnus,rufescens,Potoroidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,SUA-2097,Sediment,Charcoal,2.95,<,Radiocarbon  ,Main Australia,NSW,Great Diving Range - Wellington Caves,Cathedral Cave/Wellington Caves,spit 6 - <1.6 m - Phase 3: spits 4 to 5,Yes - see also Osborne 1984,Yes
35,-32.6232,148.932,Aepyprymnus,rufescens,Potoroidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-4480,Sediment,Charcoal,14.3,<,Radiocarbon  ,Main Australia,NSW,Great Diving Range - Wellington Caves,Cathedral Cave/Wellington Caves,spit 39 (5.1 m) - Phase 1 (spit 16-19) + Phase 2 (spit 20-38),Yes - see also Osborne 1984,Yes
36,-32.6232,148.932,Aepyprymnus,rufescens,Potoroidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-5323,Sediment,Charcoal,21.35,=,Radiocarbon  ,Main Australia,NSW,Great Diving Range - Wellington Caves,Cathedral Cave/Wellington Caves,spit 46 (6.1 m) - Phase 1: spit 46 (6.1 m) to spit 50 (6.5 m),Yes - see also Osborne 1984,Yes
37,-32.6232,148.932,Aepyprymnus,rufescens,Potoroidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-5325,Sediment,Charcoal,23.7,=,Radiocarbon  ,Main Australia,NSW,Great Diving Range - Wellington Caves,Cathedral Cave/Wellington Caves,spit 49 (6.4 m) - Phase 1: spit 46 (6.1 m) to spit 50 (6.5 m),Yes - see also Osborne 1984,Yes
38,-37.2667,144.2333,Aepyprymnus,rufescens,Potoroidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,SUA-685,Sediment,Charcoal,25.2,=,Radiocarbon  ,Main Australia,VIC,Victoria Midlands,Lancefield Swamp,Unit IVb - Channel fill (underlying bone bed IVa),Stratigraphy,% remain abundance
39,-37.2667,144.2333,Aepyprymnus,rufescens,Potoroidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,SUA-538,Sediment,Charcoal,26.6,=,Radiocarbon  ,Main Australia,VIC,Victoria Midlands,Lancefield Swamp,Unit IVb - Channel fill (underlying bone bed IVa),Stratigraphy,% remain abundance
40,-32.6232,148.932,Aepyprymnus,rufescens,Potoroidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-5326,Sediment,Charcoal,26.8,=,Radiocarbon  ,Main Australia,NSW,Great Diving Range - Wellington Caves,Cathedral Cave/Wellington Caves,spit 50 (6.5 m) - Phase 1: spit 46 (6.1 m) to spit 50 (6.5 m),Yes - see also Osborne 1984,Yes
41,-32.6232,148.932,Aepyprymnus,rufescens,Potoroidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-5324,Sediment,Charcoal,28.0,=,Radiocarbon  ,Main Australia,NSW,Great Diving Range - Wellington Caves,Cathedral Cave/Wellington Caves,spit 47 (6.2 m) - Phase 1: spit 46 (6.1 m) to spit 50 (6.5 m),Yes - see also Osborne 1984,Yes
42,-32.6232,148.932,Aepyprymnus,rufescens,Potoroidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-5328,Sediment,Charcoal,32.5,=,Radiocarbon  ,Main Australia,NSW,Great Diving Range - Wellington Caves,Cathedral Cave/Wellington Caves,spit 52 (6.7 m) - Phase 1: spit 55 to 58,Yes - see also Osborne 1984,Yes
43,-32.6232,148.932,Aepyprymnus,rufescens,Potoroidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-5328,Sediment,Charcoal,32.5,>,Radiocarbon  ,Main Australia,NSW,Great Diving Range - Wellington Caves,Cathedral Cave/Wellington Caves,spit 52 (6.7 m) - Phase 1: spit 51 (6.6 m) to 56,Yes - see also Osborne 1984,Yes
44,-32.6232,148.932,Aepyprymnus,rufescens,Potoroidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-5327,Sediment,Charcoal,33.8,=,Radiocarbon  ,Main Australia,NSW,Great Diving Range - Wellington Caves,Cathedral Cave/Wellington Caves,spit 51 (6.6 m) - Phase 1: spit 55 to 58,Yes - see also Osborne 1984,Yes
45,-32.6232,148.932,Aepyprymnus,rufescens,Potoroidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ANU-5327,Sediment,Charcoal,33.8,>,Radiocarbon  ,Main Australia,NSW,Great Diving Range - Wellington Caves,Cathedral Cave/Wellington Caves,spit 51 (6.6 m) - Phase 1: spit 51 (6.6 m) to 56,Yes - see also Osborne 1984,Yes
46,-36.9667,140.7667,Aepyprymnus,rufescens,Potoroidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,SUA-234,Sediment,Charcoal,33.8,=,Radiocarbon  ,Main Australia,SA,Naracoorte,Henschke Cave,"Date from unit A3, Units A0 to A8 - 30-75 cm depth",Yes,Yes
47,-36.9667,140.7667,Aepyprymnus,rufescens,Potoroidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,SUA-140,Sediment,Charcoal,35.0,>,Radiocarbon  ,Main Australia,SA,Naracoorte,Henschke Cave,Units A0 to A8 - 105-120 cm depth,Yes,Yes
48,-28.85,151.4933,Aepyprymnus,rufescens,Potoroidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,TEXAS-01,Post-depositional formation,Calcite,41.3,>,U-series Th/U (TIMS),Main Australia,QLD,Texas (caves) region,The Joint cave,Bone Breccia,"Yes [in Price and Web 2006 (PhD thesis contains all papers, Price 2006)]","Yes [in Price and Web 2006 (PhD thesis contains all papers, Price 2006)]"
49,-28.28,151.4967,Aepyprymnus,rufescens,Potoroidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,GORE-01,Tooth,Tooth,53.6,>,U-series Th/U (TIMS),Main Australia,QLD,Texas region,Cement Mills,"Horizon A4 - 1,95 cm (height relative to measured section)","Yes [in Price and Web 2006 (PhD thesis contains all papers, Price 2006)]","Yes [in Price and Web 2006 (PhD thesis contains all papers, Price 2006)]"
50,-28.28,151.4967,Aepyprymnus,rufescens,Potoroidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,GORE-05,Tooth,Tooth,53.9,>,U-series Th/U (TIMS),Main Australia,QLD,Texas region,Cement Mills,"Horizon A4 - 1,95 cm (height relative to measured section)","Yes [in Price and Web 2006 (PhD thesis contains all papers, Price 2006)]","Yes [in Price and Web 2006 (PhD thesis contains all papers, Price 2006)]"
51,-28.85,151.4933,Aepyprymnus,rufescens,Potoroidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,TEXAS-04,Calcite straw (reworked in bone breccia),Calcite,55.2,=,U-series Th/U (TIMS),Main Australia,QLD,Texas (caves) region,Russendon Cave,Bone Breccia - 0-20 cm below surface (UB layer),"Yes [in Price and Web 2006 (PhD thesis contains all papers, Price 2006)]","Yes [in Price and Web 2006 (PhD thesis contains all papers, Price 2006)]"
52,-28.85,151.4933,Aepyprymnus,rufescens,Potoroidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,TEXAS-05,Post-depositional formation,Calcite,291.6,>,U-series Th/U (TIMS),Main Australia,QLD,Texas (caves) region,The Joint cave,Bone Breccia,"Yes [in Price and Web 2006 (PhD thesis contains all papers, Price 2006)]","Yes [in Price and Web 2006 (PhD thesis contains all papers, Price 2006)]"
53,-27.95,151.7333,Aepyprymnus,species indet.,Potoroidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,Risø-060701,Sediment,Quartz,107.0,=,OSL  ,Main Australia,QLD,Great Dividing Range - Darling Downs - Kings Creek,QML796,"Horizon A4 - 1,91 cm (height relative to measured section)","Yes [in Price and Web 2006 (PhD thesis contains all papers, Price 2006)]","Yes [in Price and Web 2006 (PhD thesis contains all papers, Price 2006)]"
54,-20.4261,144.4778,Aepyprymnus,species indet.,Potoroidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,Beta-23752,Sediment,Charcoal,1.37,<,Radiocarbon  ,Main Australia,QLD,Desert Uplands - Prairie Gorge - Hughenden,Quippenburra Cave,Square 15-2d - spit 6 - 21 plus/minus 3 cm,Yes,Yes
55,-27.95,151.7333,Aepyprymnus,species indet.,Potoroidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,OZG-544,Sediment,Shell (Velesunio ambiguus),24.1,=,AMS radiocarbon  ,Main Australia,QLD,Great Dividing Range - Darling Downs - Kings Creek,QML796,"Horizon A4 - 1,95 cm (height relative to measured section)","Yes [in Price and Web 2006 (PhD thesis contains all papers, Price 2006)]","Yes [in Price and Web 2006 (PhD thesis contains all papers, Price 2006)]"
56,-27.95,151.7333,Aepyprymnus,species indet.,Potoroidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,OZG-543,Sediment,Shell (Velesunio ambiguus),33.9,=,AMS radiocarbon  ,Main Australia,QLD,Great Dividing Range - Darling Downs - Kings Creek,QML796,"Horizon A4 - 1,95 cm (height relative to measured section)","Yes [in Price and Web 2006 (PhD thesis contains all papers, Price 2006)]","Yes [in Price and Web 2006 (PhD thesis contains all papers, Price 2006)]"
57,-23.1667,150.4833,Aepyprymnus,species indet.,Potoroidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,OC-07,Calcite cement,Calcite,7.6,>,U-series Th/U (TIMS),Main Australia,QLD,Mount Etna,Olsen's Cave,"Horizon A4 - 1,95 cm (height relative to measured section)",Palaeoenvironmental reconstrucction in Hocknull 2005,Yes - only of dasyurids at some sites in Cramb et al. 2009
58,-27.95,151.7333,Aepyprymnus,species indet.,Potoroidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,OZG-854,Sediment,Charcoal,38.4,=,AMS radiocarbon  ,Main Australia,QLD,Great Dividing Range - Darling Downs - Kings Creek,QML796,"Horizon A4 - 1,84 cm (height relative to measured section)","Yes [in Price and Web 2006 (PhD thesis contains all papers, Price 2006)]","Yes [in Price and Web 2006 (PhD thesis contains all papers, Price 2006)]"
59,-27.97,151.75,Aepyprymnus,species indet.,Potoroidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,OZG-855,Sediment,Charcoal,45.15,=,AMS radiocarbon  ,Main Australia,QLD,Great Dividing Range - Darling Downs - Kings Creek,QML1396,Horizon D,Yes,Yes
60,-27.95,151.7333,Aepyprymnus,species indet.,Potoroidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,OZG-543,Sediment,Shell (Velesunio ambiguus),59.5,=,U-series Th/U  ,Main Australia,QLD,Great Dividing Range - Darling Downs - Kings Creek,QML796,"Horizon A4 - 1,95 cm (height relative to measured section)","Yes [in Price and Web 2006 (PhD thesis contains all papers, Price 2006)]","Yes [in Price and Web 2006 (PhD thesis contains all papers, Price 2006)]"
61,-27.95,151.7333,Aepyprymnus,species indet.,Potoroidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,OZG-543,Sediment,Shell (Velesunio ambiguus),87.8,=,U-series Th/U  ,Main Australia,QLD,Great Dividing Range - Darling Downs - Kings Creek,QML796,"Horizon A4 - 1,95 cm (height relative to measured section)","Yes [in Price and Web 2006 (PhD thesis contains all papers, Price 2006)]","Yes [in Price and Web 2006 (PhD thesis contains all papers, Price 2006)]"
62,-23.1567,150.4578,Aepyprymnus,species indet.,Potoroidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ROK-27cal,Calcite filling in bone,Calcite,332.0,>,U-series Th/U (TIMS),Main Australia,QLD,Mount Etna,Mount Etna,Lower Unit,Palaeoenvironmental reconstrucction in Hocknull 2005,Yes - only of dasyurids at some sites in Cramb et al. 2009
63,-23.1567,150.4578,Aepyprymnus,species indet.,Potoroidae,Mammalia,Marsupialia,Diprotodontia,Extant,No,ROK-20-4cal,Calcite filling in bone,Calcite,454.0,>,U-series Th/U (TIMS),Main Australia,QLD,Mount Etna,Mount Etna,Deposit H,Palaeoenvironmental reconstrucction in Hocknull 2005,Yes - only of dasyurids at some sites in Cramb et al. 2009
64,-16.3817,144.134,Alectura,lathami,Megapodiidae,Aves,Neoaves,Galliformes,Extant,No,Beta-46317,Sediment,Charcoal,0.94,=,Radiocarbon (C13 adjusted to -25 o/oo VPBD),Main Australia,QLD,Cape York Peninsula - Mitchell-Palmer Limestone Belt - Mossman,Mordor Cave,SU 4 - XU 25 - Square H10,Yes,Yes
65,-16.3817,144.134,Alectura,lathami,Megapodiidae,Aves,Neoaves,Galliformes,Extant,No,Beta-46317,Sediment,Charcoal,0.94,=,Radiocarbon (C13 adjusted to -25 o/oo VPBD),Main Australia,QLD,Cape York Peninsula - Mitchell-Palmer Limestone Belt - Mossman,Mordor Cave,SU 4 - XU 25 - Square H10,Yes,Yes
66,-16.3817,144.134,Alectura,lathami,Megapodiidae,Aves,Neoaves,Galliformes,Extant,No,Beta-46090,Sediment,Charcoal,1.58,=,Radiocarbon (C13 adjusted to -25 o/oo VPBD),Main Australia,QLD,Cape York Peninsula - Mitchell-Palmer Limestone Belt - Mossman,Mordor Cave,Square E18 - SU 3b - XU7 - 20 cm depth from surface,Yes,Yes
67,-16.3817,144.134,Alectura,lathami,Megapodiidae,Aves,Neoaves,Galliformes,Extant,No,Beta-46090,Sediment,Charcoal,1.58,=,Radiocarbon (C13 adjusted to -25 o/oo VPBD),Main Australia,QLD,Cape York Peninsula - Mitchell-Palmer Limestone Belt - Mossman,Mordor Cave,Square E18 - SU 3b - XU7 - 20 cm depth from surface,Yes,Yes
68,-16.3817,144.134,Alectura,lathami,Megapodiidae,Aves,Neoaves,Galliformes,Extant,No,Beta-46318,Sediment,Charcoal,0.8,=,Radiocarbon  ,Main Australia,QLD,Cape York Peninsula - Mitchell-Palmer Limestone Belt - Mossman,Mordor Cave,SU 4H - XU28 - Square H10,Yes,Yes
69,-16.0847,144.126,Alectura,lathami,Megapodiidae,Aves,Neoaves,Galliformes,Extant,No,Wk-1716,Charcoal,Charcoal,2.36,=,Radiocarbon  ,Main Australia,QLD,Cape York Peninsula - Mitchell-Palmer Limestone Belt - Mossman,Hearth Cave,XU 9/10a/11a - SU3 (near top) - Test Pit 2 - 18.9-22 cm below ground surface,Yes,Yes
70,-16.0847,144.126,Alectura,lathami,Megapodiidae,Aves,Neoaves,Galliformes,Extant,No,NZA-1383,Charcoal,Charcoal,3.494,=,AMS radiocarbon  ,Main Australia,QLD,Cape York Peninsula - Mitchell-Palmer Limestone Belt - Mossman,Hearth Cave,"XU 13a - SU4b (just below top) - Test Pit 2 - 36,4-40 cm below ground surface",Yes,Yes
71,-16.0847,144.126,Alectura,lathami,Megapodiidae,Aves,Neoaves,Galliformes,Extant,No,Beta-54024,Charcoal,Charcoal,4.1,=,Radiocarbon  ,Main Australia,QLD,Cape York Peninsula - Mitchell-Palmer Limestone Belt - Mossman,Hearth Cave,XU 14a - SU4b (excavation unit 14a) - Test Pit 3 - 40.6-45.7 cm below ground surface,Yes,Yes
72,-16.0847,144.126,Alectura,lathami,Megapodiidae,Aves,Neoaves,Galliformes,Extant,No,Wk-1719,Shell,Shell (Xanthomelon sp.),21.5,=,Radiocarbon  ,Main Australia,QLD,Cape York Peninsula - Mitchell-Palmer Limestone Belt - Mossman,Hearth Cave,XU 15b - SU4b-SU5 - Test Pit 3 - 51.4-57.1 cm below ground surface,Yes,Yes
73,-17.4439,145.7853,Alectura,lathami,Megapodiidae,Aves,Neoaves,Galliformes,Extant,No,OZE-429,Sediment,Charcoal,0.0,=,Radiocarbon  ,Main Australia,QLD,Russell River - Innisfail,Jiyer Cave,Square 7 - SU 1-3,Yes,Yes
74,-17.4439,145.7853,Alectura,lathami,Megapodiidae,Aves,Neoaves,Galliformes,Extant,No,OZE-428,Sediment,Charcoal,0.08,=,Radiocarbon  ,Main Australia,QLD,Russell River - Innisfail,Jiyer Cave,Square 2 - SU 2-6,Yes,Yes
75,-17.4439,145.7853,Alectura,lathami,Megapodiidae,Aves,Neoaves,Galliformes,Extant,No,OZE-427,Sediment,Charcoal,0.11,=,Radiocarbon  ,Main Australia,QLD,Russell River - Innisfail,Jiyer Cave,Square 2 - SU 2-4,Yes,Yes
76,-17.4439,145.7853,Alectura,lathami,Megapodiidae,Aves,Neoaves,Galliformes,Extant,No,OZE-425,Sediment,Charcoal,0.165,=,Radiocarbon  ,Main Australia,QLD,Russell River - Innisfail,Jiyer Cave,Square 1 - SU 1-7,Yes,Yes
77,-17.4439,145.7853,Alectura,lathami,Megapodiidae,Aves,Neoaves,Galliformes,Extant,No,OZE-426,Sediment,Charcoal,0.185,=,Radiocarbon  ,Main Australia,QLD,Russell River - Innisfail,Jiyer Cave,Square 1 - SU 2-9,Yes,Yes
